caption,id,video_path
A man walks a horse.,39Ce7I6nXIw_96_104.avi,./feature_dirs_training\39Ce7I6nXIw_96_104.avi.npy
A man peels onions.,Je3V7U5Ctj4_488_495.avi,./feature_dirs_training\Je3V7U5Ctj4_488_495.avi.npy
A pineapple is being cut.,D2FbgK_kkE8_121_151.avi,./feature_dirs_training\D2FbgK_kkE8_121_151.avi.npy
A cat climbs a wall.,1kYWws89W3Y_0_5.avi,./feature_dirs_training\1kYWws89W3Y_0_5.avi.npy
A person is cooking egg.,0lh_UWF9ZP4_103_110.avi,./feature_dirs_training\0lh_UWF9ZP4_103_110.avi.npy
A cat jumps off a pole.,BtQEY2SL4g4_11_16.avi,./feature_dirs_training\BtQEY2SL4g4_11_16.avi.npy
A chef chops herbs.,kEGmZDpZ_RE_248_293.avi,./feature_dirs_training\kEGmZDpZ_RE_248_293.avi.npy
A boyis playing guitar.,dQmaVQZz7EE_1_18.avi,./feature_dirs_training\dQmaVQZz7EE_1_18.avi.npy
Meat is being cooked.,BVjvRpmHg0w_231_250.avi,./feature_dirs_training\BVjvRpmHg0w_231_250.avi.npy
Men a wrestling.,omGWjiwxcTE_18_23.avi,./feature_dirs_training\omGWjiwxcTE_18_23.avi.npy
The frog bit the finger.,MrMG15y3rWU_5_13.avi,./feature_dirs_training\MrMG15y3rWU_5_13.avi.npy
A person is cutting a wire.,eroAmLZ85DI_28_35.avi,./feature_dirs_training\eroAmLZ85DI_28_35.avi.npy
A person is frying onion.,WTf5EgVY5uU_121_135.avi,./feature_dirs_training\WTf5EgVY5uU_121_135.avi.npy
A man cuts an onion.,m1NR0uNNs5Y_57_64.avi,./feature_dirs_training\m1NR0uNNs5Y_57_64.avi.npy
A singer sings.,otLEUwHao_E_140_151.avi,./feature_dirs_training\otLEUwHao_E_140_151.avi.npy
A woman applies makeup.,57C93mpt6Xo_358_368.avi,./feature_dirs_training\57C93mpt6Xo_358_368.avi.npy
A cat is walking.,7s0AXJtLL0Y_57_61.avi,./feature_dirs_training\7s0AXJtLL0Y_57_61.avi.npy
A dog plays in the snow.,0sUL0KCIc48_15_25.avi,./feature_dirs_training\0sUL0KCIc48_15_25.avi.npy
A woman rides a bike.,o_mWZWcm2r4_47_54.avi,./feature_dirs_training\o_mWZWcm2r4_47_54.avi.npy
A man puts vegetables into a pot.,0hyZ__3YhZc_289_295.avi,./feature_dirs_training\0hyZ__3YhZc_289_295.avi.npy
A girl is doing gymnastics.,fMXfphSi6Yw_7_12.avi,./feature_dirs_training\fMXfphSi6Yw_7_12.avi.npy
A man does pull ups.,2YhDTpzxd3c_45_49.avi,./feature_dirs_training\2YhDTpzxd3c_45_49.avi.npy
A cook stirs soup.,KPPCwmU5OHQ_480_486.avi,./feature_dirs_training\KPPCwmU5OHQ_480_486.avi.npy
A potato is being grated.,nHZsE7T7hwI_13_23.avi,./feature_dirs_training\nHZsE7T7hwI_13_23.avi.npy
A cook seasons some meat.,hJFBXHtxKIc_163_168.avi,./feature_dirs_training\hJFBXHtxKIc_163_168.avi.npy
A girl plays a guitar.,Ya-MkA187c8_36_45.avi,./feature_dirs_training\Ya-MkA187c8_36_45.avi.npy
A cat plays.,nrZyPuRd5pU_85_92.avi,./feature_dirs_training\nrZyPuRd5pU_85_92.avi.npy
A polar bear.,ZbtpcGi2DWY_56_62.avi,./feature_dirs_training\ZbtpcGi2DWY_56_62.avi.npy
A guy plays guitar.,JsD6uEZsIsU_45_58.avi,./feature_dirs_training\JsD6uEZsIsU_45_58.avi.npy
A man rides a bicycle.,XEOH3t5AYY0_22_29.avi,./feature_dirs_training\XEOH3t5AYY0_22_29.avi.npy
A dog is on a trampoline.,yg4aNiO1JnI_111_114.avi,./feature_dirs_training\yg4aNiO1JnI_111_114.avi.npy
A group of men are water.,XZ0Ch_ClBfo_120_127.avi,./feature_dirs_training\XZ0Ch_ClBfo_120_127.avi.npy
Food is in a pan frying.,IhwPQL9dFYc_171_175.avi,./feature_dirs_training\IhwPQL9dFYc_171_175.avi.npy
Food is moving by itself.,s_ldnx8_etY_32_54.avi,./feature_dirs_training\s_ldnx8_etY_32_54.avi.npy
Two men are boxing.,tHLiYTS9Iz8_1_16.avi,./feature_dirs_training\tHLiYTS9Iz8_1_16.avi.npy
A person peels an onion.,4QYPZM01xFE_14_26.avi,./feature_dirs_training\4QYPZM01xFE_14_26.avi.npy
A woman rides a horse.,ht2oIYBSoI0_9_21.avi,./feature_dirs_training\ht2oIYBSoI0_9_21.avi.npy
A boy studies a calendar.,GPT4vUwlrXY_1_10.avi,./feature_dirs_training\GPT4vUwlrXY_1_10.avi.npy
A man is eating food.,8MVo7fje_oE_180_185.avi,./feature_dirs_training\8MVo7fje_oE_180_185.avi.npy
A train is moving.,SaYwh6chmiw_15_40.avi,./feature_dirs_training\SaYwh6chmiw_15_40.avi.npy
A band is playing.,IiTzJQE67FA_74_86.avi,./feature_dirs_training\IiTzJQE67FA_74_86.avi.npy
A boy is running.,BIqVvRh_cEY_143_149.avi,./feature_dirs_training\BIqVvRh_cEY_143_149.avi.npy
A man stacks pumpkins.,gWRRHV7DLV0_21_31.avi,./feature_dirs_training\gWRRHV7DLV0_21_31.avi.npy
A fish being scaled.,cFzSEIGrEfA_0_24.avi,./feature_dirs_training\cFzSEIGrEfA_0_24.avi.npy
A dog barks.,-_hbPLsZvvo_5_8.avi,./feature_dirs_training\-_hbPLsZvvo_5_8.avi.npy
The puppy came down a step.,4kQnrKvOTNg_15_24.avi,./feature_dirs_training\4kQnrKvOTNg_15_24.avi.npy
A woman skewers a shrimp.,0lh_UWF9ZP4_148_155.avi,./feature_dirs_training\0lh_UWF9ZP4_148_155.avi.npy
A man making pancakes.,io2dbV-Qbus_215_247.avi,./feature_dirs_training\io2dbV-Qbus_215_247.avi.npy
A man is reporting the news.,GnwKcpfr_ng_47_57.avi,./feature_dirs_training\GnwKcpfr_ng_47_57.avi.npy
A shark is eating a fish.,x1i0UOssll8_141_151.avi,./feature_dirs_training\x1i0UOssll8_141_151.avi.npy
A man opens a can.,KPPCwmU5OHQ_56_62.avi,./feature_dirs_training\KPPCwmU5OHQ_56_62.avi.npy
A cat is playing.,BvHnDAsMtUA_0_13.avi,./feature_dirs_training\BvHnDAsMtUA_0_13.avi.npy
a man cutting up a fruit,fd7Ky1lEPT8_40_50.avi,./feature_dirs_training\fd7Ky1lEPT8_40_50.avi.npy
A dog is pushes a boy to fall.,VLBsAPZ2DDE_34_41.avi,./feature_dirs_training\VLBsAPZ2DDE_34_41.avi.npy
A man cutting zucchini.,-_hbPLsZvvo_19_26.avi,./feature_dirs_training\-_hbPLsZvvo_19_26.avi.npy
Two puppies playing.,pFSoWsocv0g_8_17.avi,./feature_dirs_training\pFSoWsocv0g_8_17.avi.npy
A woman is feeding a baby.,C1MNCR1o9lU_0_7.avi,./feature_dirs_training\C1MNCR1o9lU_0_7.avi.npy
A man plays the guitar.,_KMoC6ZdeXs_10_16.avi,./feature_dirs_training\_KMoC6ZdeXs_10_16.avi.npy
The bo held the puppy.,1qU-kF-km1Q_6_16.avi,./feature_dirs_training\1qU-kF-km1Q_6_16.avi.npy
Men are playing soccer.,27hs9W89FuI_0_10.avi,./feature_dirs_training\27hs9W89FuI_0_10.avi.npy
A puppy is seeing itself in a mirror.,WEJfT-oB4v4_20_35.avi,./feature_dirs_training\WEJfT-oB4v4_20_35.avi.npy
Someone is breading meat.,klFyrnrUSck_79_85.avi,./feature_dirs_training\klFyrnrUSck_79_85.avi.npy
Two girls dance.,vMoOpQQy6sI_22_55.avi,./feature_dirs_training\vMoOpQQy6sI_22_55.avi.npy
An elephant kicks a ball.,v7NpKUVqjpI_23_40.avi,./feature_dirs_training\v7NpKUVqjpI_23_40.avi.npy
A boy is combing his hair.,0piwbTivpDg_10_40.avi,./feature_dirs_training\0piwbTivpDg_10_40.avi.npy
Someone is seasoning food.,UXs3eq68ZjE_508_513.avi,./feature_dirs_training\UXs3eq68ZjE_508_513.avi.npy
A boy is makes a call.,YJ2aGe7CLBo_25_35.avi,./feature_dirs_training\YJ2aGe7CLBo_25_35.avi.npy
Men are dancing.,fGc6_D0JEIQ_31_46.avi,./feature_dirs_training\fGc6_D0JEIQ_31_46.avi.npy
A playing boy is pushed down.,Z10_CDPQKKs_1_6.avi,./feature_dirs_training\Z10_CDPQKKs_1_6.avi.npy
A man cuts up pineapple.,6sKdTbRkahM_6_12.avi,./feature_dirs_training\6sKdTbRkahM_6_12.avi.npy
A man cracks an egg.,UXs3eq68ZjE_194_200.avi,./feature_dirs_training\UXs3eq68ZjE_194_200.avi.npy
A turtle is kissing a cat.,fJr2evLANsE_0_10.avi,./feature_dirs_training\fJr2evLANsE_0_10.avi.npy
The man is walking.,jlahRlo4jlU_30_36.avi,./feature_dirs_training\jlahRlo4jlU_30_36.avi.npy
A woman is wearing a hamlet.,E4k0Aylzdyo_97_104.avi,./feature_dirs_training\E4k0Aylzdyo_97_104.avi.npy
A man is seasoning carrots.,yyxtyCaEVqk_329_360.avi,./feature_dirs_training\yyxtyCaEVqk_329_360.avi.npy
A man is running.,xxHx6s_DbUo_32_36.avi,./feature_dirs_training\xxHx6s_DbUo_32_36.avi.npy
A woman cuts lettuce.,PeUHy0A1GF0_74_77.avi,./feature_dirs_training\PeUHy0A1GF0_74_77.avi.npy
A mixture is stired.,bQJQGoJF7_k_120_126.avi,./feature_dirs_training\bQJQGoJF7_k_120_126.avi.npy
A man runs into a sign.,_7nP9z6T9m8_11_17.avi,./feature_dirs_training\_7nP9z6T9m8_11_17.avi.npy
The men played chess.,MW21lp833Vo_8_16.avi,./feature_dirs_training\MW21lp833Vo_8_16.avi.npy
A cook pours water onto rice.,_WRC7HXBJpU_414_425.avi,./feature_dirs_training\_WRC7HXBJpU_414_425.avi.npy
A panda's baby is moving.,KIEWo_xJ5nU_0_7.avi,./feature_dirs_training\KIEWo_xJ5nU_0_7.avi.npy
A cop is chasing a car.,kSzS_lFtJDk_55_70.avi,./feature_dirs_training\kSzS_lFtJDk_55_70.avi.npy
A man plays the guitar.,7_XASfcYdBk_3_13.avi,./feature_dirs_training\7_XASfcYdBk_3_13.avi.npy
A girl puts on makeup.,p69d3UBdpR8_98_109.avi,./feature_dirs_training\p69d3UBdpR8_98_109.avi.npy
A woman is cooking eggs.,-_hbPLsZvvo_211_219.avi,./feature_dirs_training\-_hbPLsZvvo_211_219.avi.npy
a cow eating grass,DJWmm_Q9WvY_1_25.avi,./feature_dirs_training\DJWmm_Q9WvY_1_25.avi.npy
A cat watches dominoes fall.,B7mP4zoDMwM_0_17.avi,./feature_dirs_training\B7mP4zoDMwM_0_17.avi.npy
A boy plays the guitar.,tYQ7O6V0Fvk_20_55.avi,./feature_dirs_training\tYQ7O6V0Fvk_20_55.avi.npy
A woman is driving a car.,ZdNP0dXCx2I_78_90.avi,./feature_dirs_training\ZdNP0dXCx2I_78_90.avi.npy
A person twirls a pencil.,30GeJHYoerk_63_75.avi,./feature_dirs_training\30GeJHYoerk_63_75.avi.npy
A boy is playing a guitar.,wgrrQwLdME8_66_74.avi,./feature_dirs_training\wgrrQwLdME8_66_74.avi.npy
A man sets up a camera.,u9prcUCHlqM_235_241.avi,./feature_dirs_training\u9prcUCHlqM_235_241.avi.npy
A man plays the guitar.,QA_JTtM1hKA_5_15.avi,./feature_dirs_training\QA_JTtM1hKA_5_15.avi.npy
A woman is dancing.,4D1o4FC8YbA_207_216.avi,./feature_dirs_training\4D1o4FC8YbA_207_216.avi.npy
The turtle is walking.,SULWQEAErKw_13_26.avi,./feature_dirs_training\SULWQEAErKw_13_26.avi.npy
The lady shredded chicken.,b4mJ3AQc-ag_30_34.avi,./feature_dirs_training\b4mJ3AQc-ag_30_34.avi.npy
A man is running on rope.,7OGizkf_JEo_191_194.avi,./feature_dirs_training\7OGizkf_JEo_191_194.avi.npy
A man is being hit with a stick.,2YhDTpzxd3c_98_101.avi,./feature_dirs_training\2YhDTpzxd3c_98_101.avi.npy
A flag is waving.,ruNrdmjcNTc_0_5.avi,./feature_dirs_training\ruNrdmjcNTc_0_5.avi.npy
A woman cuts a lemon.,JhCvLmf9yr0_46_50.avi,./feature_dirs_training\JhCvLmf9yr0_46_50.avi.npy
A man rides a horse.,WeOU0Iba1Xg_1_30.avi,./feature_dirs_training\WeOU0Iba1Xg_1_30.avi.npy
The singer played his guitar.,xb-Nacm-pKc_78_82.avi,./feature_dirs_training\xb-Nacm-pKc_78_82.avi.npy
A girl is playing guitar.,1N_Ic2pBM1o_2_23.avi,./feature_dirs_training\1N_Ic2pBM1o_2_23.avi.npy
A girl is playing flute.,PuQVs2Ch1LY_5_15.avi,./feature_dirs_training\PuQVs2Ch1LY_5_15.avi.npy
Tribes are dancing.,HzYtvOYOEoU_21_32.avi,./feature_dirs_training\HzYtvOYOEoU_21_32.avi.npy
A person chops garlic.,WTf5EgVY5uU_66_75.avi,./feature_dirs_training\WTf5EgVY5uU_66_75.avi.npy
A man dancing.,5XxshEdcfAM_85_100.avi,./feature_dirs_training\5XxshEdcfAM_85_100.avi.npy
A man is slicing onion.,e-j59PqJjSM_163_173.avi,./feature_dirs_training\e-j59PqJjSM_163_173.avi.npy
Doctors resuscitate a man.,lexLAjh8fPA_27_31.avi,./feature_dirs_training\lexLAjh8fPA_27_31.avi.npy
News anchors speak to a camera.,GnwKcpfr_ng_10_20.avi,./feature_dirs_training\GnwKcpfr_ng_10_20.avi.npy
A man is moving a box.,8MVo7fje_oE_139_144.avi,./feature_dirs_training\8MVo7fje_oE_139_144.avi.npy
A girl floats on a raft.,QhRqJp-CgEs_7_14.avi,./feature_dirs_training\QhRqJp-CgEs_7_14.avi.npy
Milk being poured into a blender.,i2GgBwlwV0c_24_31.avi,./feature_dirs_training\i2GgBwlwV0c_24_31.avi.npy
A man dries his hands.,iTA0rWPE4nY_17_23.avi,./feature_dirs_training\iTA0rWPE4nY_17_23.avi.npy
A man is draining pasta.,8MVo7fje_oE_130_136.avi,./feature_dirs_training\8MVo7fje_oE_130_136.avi.npy
A girl tweezed her eyebrow.,PugziVUikEg_117_140.avi,./feature_dirs_training\PugziVUikEg_117_140.avi.npy
A man is singing.,X7sQq-Iu1gQ_12_22.avi,./feature_dirs_training\X7sQq-Iu1gQ_12_22.avi.npy
A hedgehog is sitting.,TPhpsIK7pDc_25_32.avi,./feature_dirs_training\TPhpsIK7pDc_25_32.avi.npy
A cat is eating.,UhI-p6AysWY_25_30.avi,./feature_dirs_training\UhI-p6AysWY_25_30.avi.npy
A train set is active.,6RlYLTU5gvM_18_24.avi,./feature_dirs_training\6RlYLTU5gvM_18_24.avi.npy
A animal is eating.,wpUT0DNB3qs_9_19.avi,./feature_dirs_training\wpUT0DNB3qs_9_19.avi.npy
Dogs pulls a sled.,Zoz0HcCB1vU_0_10.avi,./feature_dirs_training\Zoz0HcCB1vU_0_10.avi.npy
A man playing drums.,JXSkYkiKO0I_112_116.avi,./feature_dirs_training\JXSkYkiKO0I_112_116.avi.npy
A woman is mixing food.,j1Z890_Q3so_131_138.avi,./feature_dirs_training\j1Z890_Q3so_131_138.avi.npy
A baby is crying.,4t5POXt2e68_5_11.avi,./feature_dirs_training\4t5POXt2e68_5_11.avi.npy
The waiter served food.,b24_bb57PPk_631_637.avi,./feature_dirs_training\b24_bb57PPk_631_637.avi.npy
A man plays a trumpet.,lR8RrUBhCQg_5_15.avi,./feature_dirs_training\lR8RrUBhCQg_5_15.avi.npy
A man is marrying a woman.,rq2p5ML8-WI_63_69.avi,./feature_dirs_training\rq2p5ML8-WI_63_69.avi.npy
Carrots are sliced.,suj4VNfZz5E_33_50.avi,./feature_dirs_training\suj4VNfZz5E_33_50.avi.npy
A man puts cubes in a cup.,h0JvF9vpqx8_213_223.avi,./feature_dirs_training\h0JvF9vpqx8_213_223.avi.npy
Two men jump.,6ZhKOK08tgM_45_49.avi,./feature_dirs_training\6ZhKOK08tgM_45_49.avi.npy
A kid plays a tuba.,V4q5dQmpxIE_20_30.avi,./feature_dirs_training\V4q5dQmpxIE_20_30.avi.npy
A man is carrying a tree.,YmXCfQm0_CA_68_75.avi,./feature_dirs_training\YmXCfQm0_CA_68_75.avi.npy
A man stirs flour.,eKtsMfmQ_0s_61_68.avi,./feature_dirs_training\eKtsMfmQ_0s_61_68.avi.npy
A dog is barking.,MJNStEgDKXU_3_10.avi,./feature_dirs_training\MJNStEgDKXU_3_10.avi.npy
A man plays the flute.,z1PEyzk4ADU_8_18.avi,./feature_dirs_training\z1PEyzk4ADU_8_18.avi.npy
A lighter is ignited.,hPyU5KjpWVc_0_35.avi,./feature_dirs_training\hPyU5KjpWVc_0_35.avi.npy
A man cuts up meat.,0lh_UWF9ZP4_191_197.avi,./feature_dirs_training\0lh_UWF9ZP4_191_197.avi.npy
A baby is listening to music.,ZxqkAGNyo8A_12_22.avi,./feature_dirs_training\ZxqkAGNyo8A_12_22.avi.npy
A person whisks eggs.,0lh_UWF9ZP4_82_87.avi,./feature_dirs_training\0lh_UWF9ZP4_82_87.avi.npy
Zebras are playing.,EVqc7e8JCco_5_15.avi,./feature_dirs_training\EVqc7e8JCco_5_15.avi.npy
A man is dancing.,Gh4Beb8StFM_29_50.avi,./feature_dirs_training\Gh4Beb8StFM_29_50.avi.npy
A dog is running.,yYA7YXIKbg4_9_14.avi,./feature_dirs_training\yYA7YXIKbg4_9_14.avi.npy
A baby cries.,BVy9SQI5R68_0_7.avi,./feature_dirs_training\BVy9SQI5R68_0_7.avi.npy
A person is cooking pasta.,SzEbtbNSg04_111_117.avi,./feature_dirs_training\SzEbtbNSg04_111_117.avi.npy
A cat licks itself.,8D_oQnBPfNo_43_50.avi,./feature_dirs_training\8D_oQnBPfNo_43_50.avi.npy
A mannequin is tossed away.,qIk_Dz5XE5E_104_109.avi,./feature_dirs_training\qIk_Dz5XE5E_104_109.avi.npy
A man cuts some bread.,WPG-BIWOrG4_635_640.avi,./feature_dirs_training\WPG-BIWOrG4_635_640.avi.npy
A man slides down a bannister.,gqSOvUH_njE_151_155.avi,./feature_dirs_training\gqSOvUH_njE_151_155.avi.npy
Food is frying.,kWLNZzuo3do_228_232.avi,./feature_dirs_training\kWLNZzuo3do_228_232.avi.npy
A cat is eating watermelon.,i3cHNObcEh8_0_10.avi,./feature_dirs_training\i3cHNObcEh8_0_10.avi.npy
A man walks down the stairs.,FH8vgAp4VDU_10_14.avi,./feature_dirs_training\FH8vgAp4VDU_10_14.avi.npy
A cook cuts some potatos.,s20OlIRK340_147_174.avi,./feature_dirs_training\s20OlIRK340_147_174.avi.npy
A man jumps from a building.,Pr5LQq42l4M_12_17.avi,./feature_dirs_training\Pr5LQq42l4M_12_17.avi.npy
People get off a train.,swJ0zhVJ8DU_15_21.avi,./feature_dirs_training\swJ0zhVJ8DU_15_21.avi.npy
The woman is squeezing out the water.,UbmZAe5u5FI_36_40.avi,./feature_dirs_training\UbmZAe5u5FI_36_40.avi.npy
A man tills grass.,xfRIRSWy0y0_10_20.avi,./feature_dirs_training\xfRIRSWy0y0_10_20.avi.npy
A woman is salting peas.,WTf5EgVY5uU_94_98.avi,./feature_dirs_training\WTf5EgVY5uU_94_98.avi.npy
A person cuts potatos.,_O9kWD8nuRU_50_56.avi,./feature_dirs_training\_O9kWD8nuRU_50_56.avi.npy
Someone is holding a monkey.,XdB0pVjFYoU_1_8.avi,./feature_dirs_training\XdB0pVjFYoU_1_8.avi.npy
A man rides a bike.,21uB8g-jDZI_70_79.avi,./feature_dirs_training\21uB8g-jDZI_70_79.avi.npy
A car does donuts.,ghynaoVNwZc_1_20.avi,./feature_dirs_training\ghynaoVNwZc_1_20.avi.npy
A woman is cutting meat.,6t0BpjwYKco_230_240.avi,./feature_dirs_training\6t0BpjwYKco_230_240.avi.npy
A baby sneezes.,JledeVyklPw_1_6.avi,./feature_dirs_training\JledeVyklPw_1_6.avi.npy
A kitten plays with a ball.,HZ-BuDDmvVk_0_10.avi,./feature_dirs_training\HZ-BuDDmvVk_0_10.avi.npy
Couples enjoy happy times.,rw9h_574HxE_59_66.avi,./feature_dirs_training\rw9h_574HxE_59_66.avi.npy
A woman glazes some meat.,klFyrnrUSck_63_73.avi,./feature_dirs_training\klFyrnrUSck_63_73.avi.npy
A chef pours milk into rice.,UXs3eq68ZjE_313_318.avi,./feature_dirs_training\UXs3eq68ZjE_313_318.avi.npy
A boat is on water.,xgIIcPSh4EU_0_6.avi,./feature_dirs_training\xgIIcPSh4EU_0_6.avi.npy
A spaceship is landing.,DN7jwyL1Xgg_1_19.avi,./feature_dirs_training\DN7jwyL1Xgg_1_19.avi.npy
A paper is placed on a plate.,_xf24TYgbuY_14_20.avi,./feature_dirs_training\_xf24TYgbuY_14_20.avi.npy
The girl woke up.,lB1UPJ4leqs_1_6.avi,./feature_dirs_training\lB1UPJ4leqs_1_6.avi.npy
A man talks.,jTaLGh_MKCM_5_20.avi,./feature_dirs_training\jTaLGh_MKCM_5_20.avi.npy
A woman beats two eggs.,WTf5EgVY5uU_104_108.avi,./feature_dirs_training\WTf5EgVY5uU_104_108.avi.npy
A cat is sniffing a bunny.,M4It3DrhbE0_13_22.avi,./feature_dirs_training\M4It3DrhbE0_13_22.avi.npy
A man is stirring juice.,aQWCKcg0VRU_321_339.avi,./feature_dirs_training\aQWCKcg0VRU_321_339.avi.npy
A man is hitchhiking.,p69Q8lTkZTc_21_29.avi,./feature_dirs_training\p69Q8lTkZTc_21_29.avi.npy
A man is cutting herbs.,5U3xz9Ovmhk_99_105.avi,./feature_dirs_training\5U3xz9Ovmhk_99_105.avi.npy
A man breaks a bottle with a sword.,-8y1Q0rA3n8_108_115.avi,./feature_dirs_training\-8y1Q0rA3n8_108_115.avi.npy
A person slices a shrimp.,kWLNZzuo3do_192_196.avi,./feature_dirs_training\kWLNZzuo3do_192_196.avi.npy
A frog bites on a finger.,EPgQ9QwbsLE_16_23.avi,./feature_dirs_training\EPgQ9QwbsLE_16_23.avi.npy
A car is going up a hill.,ZDoy9S82ETA_5_15.avi,./feature_dirs_training\ZDoy9S82ETA_5_15.avi.npy
People are eating.,rw9h_574HxE_13_18.avi,./feature_dirs_training\rw9h_574HxE_13_18.avi.npy
Two women are shopping.,uH8ObB_dyOk_159_166.avi,./feature_dirs_training\uH8ObB_dyOk_159_166.avi.npy
A man shappens a knife.,fEsrO_poIUg_161_168.avi,./feature_dirs_training\fEsrO_poIUg_161_168.avi.npy
A man is stabbing a target.,-8y1Q0rA3n8_95_102.avi,./feature_dirs_training\-8y1Q0rA3n8_95_102.avi.npy
A cake is being sliced.,JMUAylpXzG0_45_62.avi,./feature_dirs_training\JMUAylpXzG0_45_62.avi.npy
A girl is dancing.,iwpnUHFhjWc_84_94.avi,./feature_dirs_training\iwpnUHFhjWc_84_94.avi.npy
A woman cuts vegetables.,-_hbPLsZvvo_18_25.avi,./feature_dirs_training\-_hbPLsZvvo_18_25.avi.npy
A man riding a motorcycle.,o4pL7FObqds_243_263.avi,./feature_dirs_training\o4pL7FObqds_243_263.avi.npy
A person slices a pepper.,ZdlG8fjGJlo_78_87.avi,./feature_dirs_training\ZdlG8fjGJlo_78_87.avi.npy
A man is kicking pots.,xxHx6s_DbUo_240_248.avi,./feature_dirs_training\xxHx6s_DbUo_240_248.avi.npy
The animal is riding a bike.,uZEGu-TA2cU_42_58.avi,./feature_dirs_training\uZEGu-TA2cU_42_58.avi.npy
A car blows up.,krAk8WPZRL4_207_212.avi,./feature_dirs_training\krAk8WPZRL4_207_212.avi.npy
Foxes are eating.,6r5DmFa5ZR8_51_58.avi,./feature_dirs_training\6r5DmFa5ZR8_51_58.avi.npy
A person removes the root of garlic.,kEGmZDpZ_RE_295_330.avi,./feature_dirs_training\kEGmZDpZ_RE_295_330.avi.npy
A man pours wine in a pot.,hJFBXHtxKIc_204_209.avi,./feature_dirs_training\hJFBXHtxKIc_204_209.avi.npy
A person is pushed off a ship.,dtn0PuxgfkM_0_5.avi,./feature_dirs_training\dtn0PuxgfkM_0_5.avi.npy
A dog is running.,5l6acVf12S4_7_13.avi,./feature_dirs_training\5l6acVf12S4_7_13.avi.npy
A potato is being cut.,05gNigkqfNU_24_32.avi,./feature_dirs_training\05gNigkqfNU_24_32.avi.npy
A panda is lying down.,q-JHcsqJXWY_0_8.avi,./feature_dirs_training\q-JHcsqJXWY_0_8.avi.npy
A woman is dancing.,JnNe61UZsdM_42_51.avi,./feature_dirs_training\JnNe61UZsdM_42_51.avi.npy
A woman is boiling spinach.,-wa0umYJVGg_168_176.avi,./feature_dirs_training\-wa0umYJVGg_168_176.avi.npy
A man cuts up pasta.,SzEbtbNSg04_70_85.avi,./feature_dirs_training\SzEbtbNSg04_70_85.avi.npy
A person cuts tomatos.,WTx-K045yQM_85_98.avi,./feature_dirs_training\WTx-K045yQM_85_98.avi.npy
A baby smiles.,GopEjCCu2jo_2_9.avi,./feature_dirs_training\GopEjCCu2jo_2_9.avi.npy
A woman is slicing meat.,PeUHy0A1GF0_62_66.avi,./feature_dirs_training\PeUHy0A1GF0_62_66.avi.npy
A dog is playing a ball,4PcL6-mjRNk_47_55.avi,./feature_dirs_training\4PcL6-mjRNk_47_55.avi.npy
A woman is frying onions.,6t0BpjwYKco_105_110.avi,./feature_dirs_training\6t0BpjwYKco_105_110.avi.npy
A man is exercising.,xxHx6s_DbUo_49_56.avi,./feature_dirs_training\xxHx6s_DbUo_49_56.avi.npy
Two Rabbits are fighting.,ybVb3t560oY_0_9.avi,./feature_dirs_training\ybVb3t560oY_0_9.avi.npy
A man does a front wheelie.,AjZ-R3LFMzo_5_10.avi,./feature_dirs_training\AjZ-R3LFMzo_5_10.avi.npy
A man is bowling.,lc9bA-hvqHU_1_6.avi,./feature_dirs_training\lc9bA-hvqHU_1_6.avi.npy
A swan attacks a man.,XzCcRzEa83U_39_46.avi,./feature_dirs_training\XzCcRzEa83U_39_46.avi.npy
A woman trims hedges.,-rkErLY0rRc_26_35.avi,./feature_dirs_training\-rkErLY0rRc_26_35.avi.npy
A bird grabs a cup.,uiLr9bdOL0M_23_30.avi,./feature_dirs_training\uiLr9bdOL0M_23_30.avi.npy
A lion is lying.,1QVn0FffExM_14_24.avi,./feature_dirs_training\1QVn0FffExM_14_24.avi.npy
A dog is running.,qPXynwa_2iM_15_25.avi,./feature_dirs_training\qPXynwa_2iM_15_25.avi.npy
A food is stired.,_WRC7HXBJpU_395_401.avi,./feature_dirs_training\_WRC7HXBJpU_395_401.avi.npy
A puppy is waving its tail.,ZsrPKtx0qyg_7_15.avi,./feature_dirs_training\ZsrPKtx0qyg_7_15.avi.npy
A woman fires a shotgun.,GY5Dl00LrEI_2_13.avi,./feature_dirs_training\GY5Dl00LrEI_2_13.avi.npy
A person putting potatoes in a bowl.,YXixZrSxefk_49_59.avi,./feature_dirs_training\YXixZrSxefk_49_59.avi.npy
A person microwaves food.,8MVo7fje_oE_108_113.avi,./feature_dirs_training\8MVo7fje_oE_108_113.avi.npy
A baker mixes cake batter.,qNjeEx92rTA_281_299.avi,./feature_dirs_training\qNjeEx92rTA_281_299.avi.npy
A man wipes a CD.,vE1gvaM3iAs_39_46.avi,./feature_dirs_training\vE1gvaM3iAs_39_46.avi.npy
A man lifts a car.,Els1Cclg_sk_4_15.avi,./feature_dirs_training\Els1Cclg_sk_4_15.avi.npy
Two people are dancing.,HDcIB1e9s5A_28_34.avi,./feature_dirs_training\HDcIB1e9s5A_28_34.avi.npy
A man is adding sauce to pan.,hJFBXHtxKIc_225_230.avi,./feature_dirs_training\hJFBXHtxKIc_225_230.avi.npy
A person cuts an onion.,m1NR0uNNs5Y_123_129.avi,./feature_dirs_training\m1NR0uNNs5Y_123_129.avi.npy
